type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,title
red,7.0,0.4,0.32,3.6,0.061,9.0,29.0,0.99416,3.28,0.49,11.3,7,Vins El Cep 2015 GR5 Senders Xarel-lo (Penedès)
red,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5,Amalie Robert 2008 Estate Selection Pinot Noir (Willamette Valley)
red,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6,Klinker Brick 2014 Marisa Vineyard Old Vine Zinfandel (Lodi)
red,9.5,0.86,0.26,1.9,0.079,13.0,28.0,0.99712,3.25,0.62,10.0,5,Quinta do Cavalinho 2014 Vale das Donas White (Tejo)
red,7.3,0.52,0.32,2.1,0.07,51.0,70.0,0.99418,3.34,0.82,12.9,6,Domaine D'en Ségur 2010 Merlot/Duras Red (Côtes du Tarn)
red,9.1,0.5,0.3,1.9,0.065,8.0,17.0,0.99774,3.32,0.71,10.5,6,Château de Santenay 2012 Clos de la Chaise Dieu  (Bourgogne Hautes Côtes de Beaune)
red,12.2,0.45,0.49,1.4,0.075,3.0,6.0,0.9969,3.13,0.63,10.4,5,Borges 2011 Quinta de Simaens White (Vinho Verde)
red,7.4,0.58,0.0,2.0,0.064,7.0,11.0,0.99562,3.45,0.58,11.3,6,Morgan 2008 Syrah (Monterey)
red,9.8,0.34,0.39,1.4,0.066,3.0,7.0,0.9947,3.19,0.55,11.4,7,Gorman 2012 The Pixie Syrah (Red Mountain)
red,7.1,0.36,0.3,1.6,0.08,35.0,70.0,0.99693,3.44,0.5,9.4,5,Vina Robles 2013 Suendero Red (Paso Robles)
red,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5,Gnarly Head 2012 Pinot Noir (California)
red,9.7,0.295,0.4,1.5,0.073,14.0,21.0,0.99556,3.14,0.51,10.9,6,Wilridge 2015 Lodmell Vineyard Merlot
red,7.7,0.39,0.12,1.7,0.097,19.0,27.0,0.99596,3.16,0.49,9.4,5,Pirro Varone 2009 Tocy  (Primitivo di Manduria)
red,7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5,Graziano Merotto 2016 Cuvée del Fondatore Rive di Col San Martino Brut  (Valdobbiadene Prosecco Superiore)
red,6.5,0.4,0.1,2.0,0.076,30.0,47.0,0.99554,3.36,0.48,9.4,6,Richard Rottiers 2013  Moulin-à-Vent
red,7.1,0.34,0.28,2.0,0.082,31.0,68.0,0.99694,3.45,0.48,9.4,5,Pulchella 2013 Awakening Tannat-Syrah (Adelaida District)
red,10.0,0.35,0.45,2.5,0.092,20.0,88.0,0.99918,3.15,0.43,9.4,5,Frank Family 2007 Cabernet Sauvignon (Napa Valley)
red,7.7,0.6,0.06,2.0,0.079,19.0,41.0,0.99697,3.39,0.62,10.1,6,Kokomo 2012 Timber Crest Vineyard Sauvignon Blanc (Dry Creek Valley)
red,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,7,Moraitis 2011 Assyrtiko (Santorini)
red,5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.71,0.63,12.8,7,Kendall-Jackson 2014 Vintner's Reserve Sauvignon Blanc (California)
red,8.9,0.84,0.34,1.4,0.05,4.0,10.0,0.99554,3.12,0.48,9.1,6,Château de la Tour 2013  Clos de Vougeot
red,6.4,0.69,0.0,1.65,0.055,7.0,12.0,0.99162,3.47,0.53,12.9,6,St. Pauls 2010 Egg Leiten Pinot Grigio (Alto Adige)
red,7.5,0.43,0.3,2.2,0.062,6.0,12.0,0.99495,3.44,0.72,11.5,7,Lava Cap 2008 Spring House Estate Zinfandel (El Dorado)
red,9.9,0.35,0.38,1.5,0.058,31.0,47.0,0.99676,3.26,0.82,10.6,7,Cooper-Garrod 2008 George's Vineyard Estate Cabernet Sauvignon (Santa Cruz Mountains)
red,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7,De Martino 2015 Legado Reserva Sauvignon Blanc (Casablanca Valley)
red,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7,Château de Berne 2015 Impatience Rosé (Côtes de Provence)
red,8.2,0.43,0.29,1.6,0.081,27.0,45.0,0.99603,3.25,0.54,10.3,5,Pascual Toso 2012 Alta Syrah (Mendoza)
red,6.8,0.36,0.32,1.8,0.067,4.0,8.0,0.9928,3.36,0.55,12.8,7,G. H. Mumm NV Mumm de Cramant Blanc de Blancs Brut Chardonnay (Champagne)
red,9.1,0.29,0.33,2.05,0.063,13.0,27.0,0.99516,3.26,0.84,11.7,7,Louis Latour 2015  Nuits-St.-Georges
red,9.1,0.3,0.34,2.0,0.064,12.0,25.0,0.99516,3.26,0.84,11.7,7,Diora 2014 La Petite Grace Pinot Noir (Monterey)
red,8.9,0.35,0.4,3.6,0.11,12.0,24.0,0.99549,3.23,0.7,12.0,7,Syncline 2008 Roussanne (Horse Heaven Hills)
red,9.6,0.5,0.36,2.8,0.116,26.0,55.0,0.99722,3.18,0.68,10.9,5,Gino Fasoli 2010 La Corte del Pozzo  (Valpolicella Ripasso)
red,8.9,0.28,0.45,1.7,0.067,7.0,12.0,0.99354,3.25,0.55,12.3,7,Portal del Montsant 2010 Santbru White (Montsant)
red,8.9,0.32,0.31,2.0,0.088,12.0,19.0,0.9957,3.17,0.55,10.4,6,J. Scott Cellars 2009 Petite Sirah (Rogue Valley)
red,7.7,1.005,0.15,2.1,0.102,11.0,32.0,0.99604,3.23,0.48,10.0,5,Cartuxa 2005 Foral de Evora Red (Alentejano)
red,7.5,0.71,0.0,1.6,0.092,22.0,31.0,0.99635,3.38,0.58,10.0,6,Chanson Père et Fils 2006 Bressandes Premier Cru  (Beaune)
red,8.0,0.58,0.16,2.0,0.12,3.0,7.0,0.99454,3.22,0.58,11.2,6,Faustino Rivero Ulecia 2009 Yellow Label Crianza  (Rioja)
red,10.5,0.39,0.46,2.2,0.075,14.0,27.0,0.99598,3.06,0.84,11.4,6,Bernat 2010 Intrigue Syrah (Santa Ynez Valley)
red,8.9,0.38,0.4,2.2,0.068,12.0,28.0,0.99486,3.27,0.75,12.6,7,Davenport Cellars 2012 Snowflake Sauvignon Blanc-Semillon (Columbia Valley (WA))
red,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6,Chateau Rollat 2006 Sophie de Rollat Red (Walla Walla Valley (WA))
red,8.0,0.18,0.37,0.9,0.049,36.0,109.0,0.99007,2.89,0.44,12.7,6,Deutz 2006 Amour de Deutz Brut  (Champagne)
red,7.0,0.5,0.14,1.8,0.078,10.0,23.0,0.99636,3.53,0.61,10.4,5,Hans Moser 2005 Cabernet Merlot (Burgenland)
red,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6,Brezza 2012  Barbera d'Alba Superiore
red,11.3,0.36,0.66,2.4,0.123,3.0,8.0,0.99642,3.2,0.53,11.9,6,Yarra Yering 2007 Dry Red Wine No. 1 Red (Yarra Valley)
red,7.0,0.51,0.09,2.1,0.062,4.0,9.0,0.99584,3.35,0.54,10.5,5,De Loach 2011 Marin Pinot Noir (Marin County)
red,8.2,0.32,0.42,2.3,0.098,3.0,9.0,0.99506,3.27,0.55,12.3,6,Collet NV Brut Art Déco  (Champagne)
red,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7,Raats Family 2008 Original Unwooded Chenin Blanc (Coastal Region)
red,8.6,0.83,0.0,2.8,0.095,17.0,43.0,0.99822,3.33,0.6,10.4,6,Coffee Pot Cellars 2014 Meritage (North Fork of Long Island)
red,7.9,0.31,0.32,1.9,0.066,14.0,36.0,0.99364,3.41,0.56,12.6,6,Dr. Hermann 2012 H Riesling (Mosel)
red,6.4,0.795,0.0,2.2,0.065,28.0,52.0,0.99378,3.49,0.52,11.6,5,Mullineux 2013 Cape Winemakers Guild Trifecta Syrah (Swartland)
red,7.2,0.34,0.21,2.5,0.075,41.0,68.0,0.99586,3.37,0.54,10.1,6,Terras Gauda 2011 O Rosal Albariño (Rías Baixas)
red,7.7,0.58,0.01,1.8,0.088,12.0,18.0,0.99568,3.32,0.56,10.5,7,La Posta 2009 Pizzella Family Vineyard Malbec (Mendoza)
red,7.1,0.59,0.0,2.1,0.091,9.0,14.0,0.99488,3.42,0.55,11.5,7,Angel Vine 2011 Stonetree Vineyard Zinfandel (Columbia Valley (WA))
red,7.3,0.55,0.01,1.8,0.093,9.0,15.0,0.99514,3.35,0.58,11.0,7,Il Bosco di Grazia 2012  Brunello di Montalcino
red,8.1,0.82,0.0,4.1,0.095,5.0,14.0,0.99854,3.36,0.53,9.6,5,Leto 2012 The Hidden One Estate Grown Cabernet Sauvignon (St. Helena)
red,7.5,0.57,0.08,2.6,0.089,14.0,27.0,0.99592,3.3,0.59,10.4,6,Shaw 2014 Road Block Reserve Riesling (Finger Lakes)
red,8.9,0.745,0.18,2.5,0.077,15.0,48.0,0.99739,3.2,0.47,9.7,6,Estampa 2010 Reserve Assemblage Cabernet Sauvignon-Carménère-Petit Verdot Red (Colchagua Valley)
red,10.1,0.37,0.34,2.4,0.085,5.0,17.0,0.99683,3.17,0.65,10.6,7,Lyeth 2011 Chronology Cabernet Sauvignon (Sonoma County)
red,7.6,0.31,0.34,2.5,0.082,26.0,35.0,0.99356,3.22,0.59,12.5,7,Terre del Marchesato 2013 Marchesale Syrah (Toscana)
red,7.3,0.91,0.1,1.8,0.074,20.0,56.0,0.99672,3.35,0.56,9.2,5,Bonaccorsi 2006 Pinot Noir (Sta. Rita Hills)
red,8.7,0.41,0.41,6.2,0.078,25.0,42.0,0.9953,3.24,0.77,12.6,7,Villa Sparina NV Brut Sparkling (Piedmont)
red,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6,Domaine du Moulin 2013 Florentin Braucol (Gaillac)
red,7.4,0.965,0.0,2.2,0.088,16.0,32.0,0.99756,3.58,0.67,10.2,5,Lamont 2005 Pinot Noir (Central Otago)
red,6.9,0.49,0.19,1.7,0.079,13.0,26.0,0.99547,3.38,0.64,9.8,6,Borges NV Roncão 20-Year-Old Tawny  (Port)
red,8.9,0.5,0.21,2.2,0.088,21.0,39.0,0.99692,3.33,0.83,11.1,6,Mongioia 2011 Crivella  (Moscato d'Asti)
red,9.5,0.39,0.41,8.9,0.069,18.0,39.0,0.99859,3.29,0.81,10.9,7,Seven Hills 2013 Old Vines Riesling (Columbia Valley (WA))
red,6.4,0.39,0.33,3.3,0.046,12.0,53.0,0.99294,3.36,0.62,12.2,6,Lemelson 2006 Jerome Reserve Pinot Noir (Willamette Valley)
red,6.9,0.44,0.0,1.4,0.07,32.0,38.0,0.99438,3.32,0.58,11.4,6,Alta Alella 2011 Orbus Red (Alella)
red,7.6,0.78,0.0,1.7,0.076,33.0,45.0,0.99612,3.31,0.62,10.7,6,Goose Ridge 2011 g3 Merlot (Columbia Valley (WA))
red,7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5,Roza Ridge 2008 Malbec (Rattlesnake Hills)
red,9.3,0.49,0.36,1.7,0.081,3.0,14.0,0.99702,3.27,0.78,10.9,6,Château Noblet 2012  Côtes de Bourg
red,9.3,0.5,0.36,1.8,0.084,6.0,17.0,0.99704,3.27,0.77,10.8,6,Maso Poli 2012 Pinot Grigio (Trentino)
red,7.1,0.43,0.17,1.8,0.082,27.0,51.0,0.99634,3.49,0.64,10.4,5,SJ Montigny 2015 Kreuznacher Kauzenberg Auslese Riesling (Nahe)
red,8.5,0.46,0.59,1.4,0.414,16.0,45.0,0.99702,3.03,1.34,9.2,5,Máté 2007 Cabernet Sauvignon (Sant'Antimo)
red,5.6,0.605,0.05,2.4,0.073,19.0,25.0,0.99258,3.56,0.55,12.9,5,Darms Lane 2011 Bon Passe Vineyard Cabernet Sauvignon (Napa Valley)
red,8.3,0.33,0.42,2.3,0.07,9.0,20.0,0.99426,3.38,0.77,12.7,7,Tosti 2009 Giulio I Riserva Pinot Nero (Alta Langa)
red,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6,Casca Wines 2015 Monte Cascas Colheita Red (Alentejano)
red,8.2,0.64,0.27,2.0,0.095,5.0,77.0,0.99747,3.13,0.62,9.1,6,Viña Albali 2001 Gran Reserva Tempranillo (Valdepeñas)
red,8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7,Seal Beach 2011 Natalie Grace Harrison Clarke Vineyard Syrah (Ballard Canyon)
red,7.6,0.42,0.25,3.9,0.104,28.0,90.0,0.99784,3.15,0.57,9.1,5,Quady 2010 Elysium Black Muscat (California)
red,9.9,0.53,0.57,2.4,0.093,30.0,52.0,0.9971,3.19,0.76,11.6,7,Tre Donne 2007 Donna Rossa  (Dolcetto d'Alba)
red,8.9,0.48,0.53,4.0,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7,Domaine Marcel Deiss 2011 Rotenberg White (Alsace)
red,11.6,0.23,0.57,1.8,0.074,3.0,8.0,0.9981,3.14,0.7,9.9,6,Failla Jordan 2000 Keefer Ranch Chardonnay (Russian River Valley)
red,9.1,0.4,0.5,1.8,0.071,7.0,16.0,0.99462,3.21,0.69,12.5,8,Castillo de Monjardin 2003 Deyo Merlot (Navarra)
red,8.0,0.38,0.44,1.9,0.098,6.0,15.0,0.9956,3.3,0.64,11.4,6,Marchesi Antinori 2010 Tignanello Red (Toscana)
red,10.2,0.29,0.65,2.4,0.075,6.0,17.0,0.99565,3.22,0.63,11.8,6,Poggio alla Sala 2007  Rosso di Montepulciano
red,8.2,0.74,0.09,2.0,0.067,5.0,10.0,0.99418,3.28,0.57,11.8,6,J Vineyards & Winery 2015 Pinot Noir (Russian River Valley)
red,7.7,0.61,0.18,2.4,0.083,6.0,20.0,0.9963,3.29,0.6,10.2,6,Château la Genestière 2016  Tavel
red,6.6,0.52,0.08,2.4,0.07,13.0,26.0,0.99358,3.4,0.72,12.5,7,Cascina Bruciata 2008 Vigneti in Rio Sordo  (Dolcetto d'Alba)
red,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7,Boas Quintas 2016 Fonte do Ouro Red (Dão)
red,11.1,0.31,0.53,2.2,0.06,3.0,10.0,0.99572,3.02,0.83,10.9,7,Château Bessan Ségur 2010  Médoc
red,8.0,0.62,0.35,2.8,0.086,28.0,52.0,0.997,3.31,0.62,10.8,5,Henri de Villamont 2014  Rully
red,9.3,0.33,0.45,1.5,0.057,19.0,37.0,0.99498,3.18,0.89,11.1,7,Collier Falls 2013 Hillside Estate Petite Sirah (Dry Creek Valley)
red,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,Patz & Hall 2011 Hyde Vineyard Pinot Noir (Carneros)
red,7.2,0.35,0.26,1.8,0.083,33.0,75.0,0.9968,3.4,0.58,9.5,6,Uvaggio 2012 Primitivo (Lodi)
red,8.0,0.62,0.33,2.7,0.088,16.0,37.0,0.9972,3.31,0.58,10.7,6,Cantine Russo 2013 Luce di Lava Rosso  (Etna)
red,7.5,0.77,0.2,8.1,0.098,30.0,92.0,0.99892,3.2,0.58,9.2,5,Henschke 2010 Hill of Grace Shiraz (Eden Valley)
red,9.1,0.25,0.34,2.0,0.071,45.0,67.0,0.99769,3.44,0.86,10.2,7,Kilikanoon 2014 Killerman's Run Riesling (Clare Valley)
red,9.9,0.32,0.56,2.0,0.073,3.0,8.0,0.99534,3.15,0.73,11.4,6,Testarossa 2013 Chardonnay (Santa Lucia Highlands)
red,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5,Emina 2014 Rueda Verdejo-Viura (Rueda)
red,8.6,0.37,0.65,6.4,0.08,3.0,8.0,0.99817,3.27,0.58,11.0,5,J. Dumangin Fils NV Extra Brut Premier Cru  (Champagne)
red,7.9,0.3,0.68,8.3,0.05,37.5,278.0,0.99316,3.01,0.51,12.3,7,La Valle 2011 Brut Rosé Pinot Nero (Franciacorta)
red,10.3,0.27,0.56,1.4,0.047,3.0,8.0,0.99471,3.16,0.51,11.8,6,Williams Selyem 2011 Ferrington Vineyard Pinot Noir (Anderson Valley)
red,7.9,0.3,0.68,8.3,0.05,37.5,289.0,0.99316,3.01,0.51,12.3,7,Cayuse 2013 Cailloux Vineyard Syrah (Walla Walla Valley (WA))
red,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6,Coup de Foudre 2006 Pinot Noir (Sta. Rita Hills)
red,8.7,0.42,0.45,2.4,0.072,32.0,59.0,0.99617,3.33,0.77,12.0,6,Green Eyes 2011 Grüner Veltliner (Niederösterreich)
red,7.2,0.38,0.3,1.8,0.073,31.0,70.0,0.99685,3.42,0.59,9.5,6,Williams Selyem 2014 Allen Vineyard Pinot Noir (Russian River Valley)
red,6.8,0.48,0.08,1.8,0.074,40.0,64.0,0.99529,3.12,0.49,9.6,5,Kenefick Ranch 2015 Estate Grown Sauvignon Blanc (Calistoga)
red,8.5,0.34,0.4,4.7,0.055,3.0,9.0,0.99738,3.38,0.66,11.6,7,Wine by Joe 2010 Pinot Gris (Oregon)
red,7.9,0.19,0.42,1.6,0.057,18.0,30.0,0.994,3.29,0.69,11.2,6,Delamotte 2004 Blanc de Blancs Brut Chardonnay (Champagne)
red,11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7,Castello d'Albola 2008 Chianti Classico  (Chianti Classico)
red,11.6,0.41,0.54,1.5,0.095,22.0,41.0,0.99735,3.02,0.76,9.9,7,Summers 2008 Summers Ranch Reserve Merlot (Knights Valley)
red,10.0,0.26,0.54,1.9,0.083,42.0,74.0,0.99451,2.98,0.63,11.8,8,Jacquesson et Fils 2002 Avize Champ Gain Brut Chardonnay (Champagne)
red,7.9,0.34,0.42,2.0,0.086,8.0,19.0,0.99546,3.35,0.6,11.4,6,Domaine Zind-Humbrecht 2013 Brand Grand Cru Riesling (Alsace)
red,7.0,0.54,0.09,2.0,0.081,10.0,16.0,0.99479,3.43,0.59,11.5,6,Kestrel 2012 Falcon Series Estate Sangiovese (Yakima Valley)
red,9.2,0.31,0.36,2.2,0.079,11.0,31.0,0.99615,3.33,0.86,12.0,7,Bailiwick 2009 Silver Pines Vineyard Pinot Noir (Sonoma Mountain)
red,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6,The Dot 2015 Austrian Apple Grüner Veltliner (Niederösterreich)
red,9.4,0.4,0.47,2.5,0.087,6.0,20.0,0.99772,3.15,0.5,10.5,5,Oremus 2005 Eszencia  (Tokaji)
red,6.6,0.725,0.09,5.5,0.117,9.0,17.0,0.99655,3.35,0.49,10.8,6,No Girls 2012 La Paciencia Vineyard Tempranillo (Walla Walla Valley (WA))
red,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,Luigi Baudana 2006 Donatella  (Barbera d'Alba)
red,8.0,0.31,0.45,2.1,0.216,5.0,16.0,0.99358,3.15,0.81,12.5,7,Château Smith Haut Lafitte 2009  Pessac-Léognan
red,8.6,0.52,0.38,1.5,0.096,5.0,18.0,0.99666,3.2,0.52,9.4,5,De Sante 2008 Old Vine Chardonnay (Napa Valley)
red,8.4,0.34,0.42,2.1,0.072,23.0,36.0,0.99392,3.11,0.78,12.4,6,Evodia 2009 Old Vines Garnacha (Calatayud)
red,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,Undurraga 2008 Sibaris Reserva Especial Cabernet Sauvignon (Maipo Valley)
red,6.1,0.48,0.09,1.7,0.078,18.0,30.0,0.99402,3.45,0.54,11.2,6,Transcendence 2014 La Encantada Vineyard Pinot Noir (Sta. Rita Hills)
red,7.4,0.49,0.27,2.1,0.071,14.0,25.0,0.99388,3.35,0.63,12.0,6,Château la Cabanne 2011 Barrel Sample  (Pomerol)
red,8.0,0.48,0.34,2.2,0.073,16.0,25.0,0.9936,3.28,0.66,12.4,6,Marqués de Murrieta 1978 Castillo Ygay Gran Reserva Especial  (Rioja)
red,6.3,0.57,0.28,2.1,0.048,13.0,49.0,0.99374,3.41,0.6,12.8,5,Mastrojanni 2007 Vigna Loreto  (Brunello di Montalcino)
red,8.2,0.23,0.42,1.9,0.069,9.0,17.0,0.99376,3.21,0.54,12.3,6,Sante Arcangeli 2014 Split Rail Vineyard Pinot Noir (Santa Cruz Mountains)
red,9.1,0.3,0.41,2.0,0.068,10.0,24.0,0.99523,3.27,0.85,11.7,7,Louis Guntrum 2013 Riesling (Germany)
red,8.1,0.78,0.1,3.3,0.09,4.0,13.0,0.99855,3.36,0.49,9.5,5,Höpler 2008 Zweigelt (Burgenland)
red,10.8,0.47,0.43,2.1,0.171,27.0,66.0,0.9982,3.17,0.76,10.8,6,Niepoort 2001 Colheita  (Port)
red,8.3,0.53,0.0,1.4,0.07,6.0,14.0,0.99593,3.25,0.64,10.0,6,Lagar de Bouza 2015 Albariño (Rías Baixas)
red,5.4,0.42,0.27,2.0,0.092,23.0,55.0,0.99471,3.78,0.64,12.3,7,Terrazas de Los Andes 2010 Altos del Plata Chardonnay (Mendoza)
red,7.9,0.33,0.41,1.5,0.056,6.0,35.0,0.99396,3.29,0.71,11.0,6,D'Arenberg 2005 The Cadenzia G-S-M (McLaren Vale)
red,8.9,0.24,0.39,1.6,0.074,3.0,10.0,0.99698,3.12,0.59,9.5,6,Trencalòs 2015 Sauvignon Blanc (Vino de la Tierra de Castilla)
red,5.0,0.4,0.5,4.3,0.046,29.0,80.0,0.9902,3.49,0.66,13.6,6,Cooper-Garrod 2013 Finley Vineyard Syrah (Santa Cruz Mountains)
red,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,Tenuta Caparzo 2003  Brunello di Montalcino
red,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,Lamoreaux Landing 2010 Estate Bottled T23 Unoaked Cabernet Franc (Finger Lakes)
red,7.0,0.69,0.07,2.5,0.091,15.0,21.0,0.99572,3.38,0.6,11.3,6,14 Hands NV Brut Méthode Champenoise Sparkling (Columbia Valley (WA))
red,7.1,0.39,0.12,2.1,0.065,14.0,24.0,0.99252,3.3,0.53,13.3,6,Auclair 2014 Left Blend Artz Vineyard Red (Red Mountain)
red,5.6,0.66,0.0,2.5,0.066,7.0,15.0,0.99256,3.52,0.58,12.9,5,Italo Cescon 2014 Pinot Grigio (Friuli Grave)
red,7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,8,Primosic 2011 Klin White (Collio)
red,6.6,0.5,0.0,1.8,0.062,21.0,28.0,0.99352,3.44,0.55,12.3,6,Domaine Faiveley 2014 Champ Gain Premier Cru  (Puligny-Montrachet)
red,6.3,0.47,0.0,1.4,0.055,27.0,33.0,0.9922,3.45,0.48,12.3,6,Red Tail Ridge 2011 RTR Vineyard Dry Riesling (Finger Lakes)
red,10.7,0.4,0.37,1.9,0.081,17.0,29.0,0.99674,3.12,0.65,11.2,6,Tenuta Monteti 2010 Monteti Red (Toscana)
red,6.5,0.58,0.0,2.2,0.096,3.0,13.0,0.99557,3.62,0.62,11.5,4,Graf Hardegg 2007 Vom Schloss Grüner Veltliner (Niederösterreich)
red,8.8,0.24,0.35,1.7,0.055,13.0,27.0,0.99394,3.14,0.59,11.3,7,Occasio 2012 Ghielmetti Vineyard Syrah (Livermore Valley)
red,5.8,0.29,0.26,1.7,0.063,3.0,11.0,0.9915,3.39,0.54,13.5,6,Carmen 2016 Wave Series Left Wave Sauvignon Blanc (Leyda Valley)
red,6.3,0.76,0.0,2.9,0.072,26.0,52.0,0.99379,3.51,0.6,11.5,6,Saint Clair 2002 Riesling (New Zealand)
red,10.0,0.43,0.33,2.7,0.095,28.0,89.0,0.9984,3.22,0.68,10.0,5,Buitenverwachting 2010 Beyond Cabernet Sauvignon (Western Cape)
red,10.5,0.43,0.35,3.3,0.092,24.0,70.0,0.99798,3.21,0.69,10.5,6,Malat 2014 Silberbichl Reserve Riesling (Kremstal)
red,9.1,0.6,0.0,1.9,0.058,5.0,10.0,0.9977,3.18,0.63,10.4,6,Château Tour de Pez 2008  Saint-Estèphe
red,5.9,0.19,0.21,1.7,0.045,57.0,135.0,0.99341,3.32,0.44,9.5,5,Château Lafaurie-Peyraguey 2006  Sauternes
red,7.4,0.36,0.34,1.8,0.075,18.0,38.0,0.9933,3.38,0.88,13.6,7,Wofford Acres 2007 Estate Reserve Cabernet Sauvignon (El Dorado)
red,7.2,0.48,0.07,5.5,0.089,10.0,18.0,0.99684,3.37,0.68,11.2,7,Domaine Jean-Pierre Vacher et Fils 2014  Sancerre
red,8.5,0.28,0.35,1.7,0.061,6.0,15.0,0.99524,3.3,0.74,11.8,7,Jules Taylor 2011 Barrel Fermented Sauvignon Blanc (Marlborough)
red,8.0,0.25,0.43,1.7,0.067,22.0,50.0,0.9946,3.38,0.6,11.9,6,Ca' Momi 2012 Reserve Chardonnay (Napa Valley)
red,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,La Vis 2010 Intaglio Pinot Grigio (Trentino)
red,10.4,0.52,0.45,2.0,0.08,6.0,13.0,0.99774,3.22,0.76,11.4,6,Bodegas Gutiérrez de la Vega 2007 Casta Diva Recóndita Armonía Sweet Monastrell (Alicante)
red,7.5,0.41,0.15,3.7,0.104,29.0,94.0,0.99786,3.14,0.58,9.1,5,Paradise Peak 2012 Sweet Riesling (Washington)
red,8.2,0.51,0.24,2.0,0.079,16.0,86.0,0.99764,3.34,0.64,9.5,6,Le Grand Noir 2015 Black Sheep Rosé (Pays d'Oc)
red,7.3,0.4,0.3,1.7,0.08,33.0,79.0,0.9969,3.41,0.65,9.5,6,Toulouse 2010 Estate Pinot Noir (Anderson Valley)
red,8.2,0.38,0.32,2.5,0.08,24.0,71.0,0.99624,3.27,0.85,11.0,6,:Nota Bene 2010 Conner Lee Vineyard Red Red (Columbia Valley (WA))
red,6.9,0.45,0.11,2.4,0.043,6.0,12.0,0.99354,3.3,0.65,11.4,6,Eliseo Silva 2007 Syrah (Columbia Valley (WA))
red,7.0,0.22,0.3,1.8,0.065,16.0,20.0,0.99672,3.61,0.82,10.0,6,Gunsight Rock 2014 Cabernet Sauvignon (Paso Robles)
red,7.3,0.32,0.23,2.3,0.066,35.0,70.0,0.99588,3.43,0.62,10.1,5,Kudos 2015 Pinot Gris (Willamette Valley)
red,8.2,0.2,0.43,2.5,0.076,31.0,51.0,0.99672,3.53,0.81,10.4,6,Conceito Vinhos 2014 Conceito Branco White (Douro)
red,7.8,0.5,0.12,1.8,0.178,6.0,21.0,0.996,3.28,0.87,9.8,6,Biondi 2015 Outis Bianco  (Etna)
red,10.0,0.41,0.45,6.2,0.071,6.0,14.0,0.99702,3.21,0.49,11.8,7,Eichinger 2013 Roter Veltliner (Niederösterreich)
red,7.8,0.39,0.42,2.0,0.086,9.0,21.0,0.99526,3.39,0.66,11.6,6,Pezzi King 2011 Zinfandel (Dry Creek Valley)
red,10.0,0.35,0.47,2.0,0.061,6.0,11.0,0.99585,3.23,0.52,12.0,6,Reustle 2009 Grenache (Umpqua Valley)
red,8.2,0.33,0.32,2.8,0.067,4.0,12.0,0.99473,3.3,0.76,12.8,7,Maryhill 2014 Clifton Hill Vineyard Cabernet Sauvignon (Wahluke Slope)
